Name,F,M
Kherington,11.0,
Khianna,7.0,
Khiara,5.0,
Khiry,,46.0
Khloe,5929.0,
Khloee,101.0,
Khloey,35.0,
Khloie,44.0,
Khoa,,184.0
Khoi,,84.0
Khole,17.0,
Khris,,12.0
Khristian,,191.0
Khristina,108.0,
Khristine,20.0,
Khristopher,,193.0
Khriz,,24.0
Khrystina,6.0,
Khrystyna,5.0,
Khrystyne,12.0,
Khushi,186.0,
Khushpreet,5.0,
Khyla,23.0,
Khyle,,5.0
Khylee,28.0,
Khyler,,5.0
Khylie,10.0,
Khyree,,41.0
Khyrie,,6.0
Kia,1046.0,28.0
Kiaan,,68.0
Kiah,245.0,
Kiahna,19.0,
Kiaira,17.0,
Kian,,1682.0
Kiana,5946.0,8.0
Kiandra,13.0,
Kianga,5.0,
Kiani,193.0,
Kianna,1426.0,
Kiannah,11.0,
Kiante,,21.0
Kiara,9265.0,47.0
Kiarah,78.0,
Kiari,5.0,
Kiarra,364.0,
Kiaya,17.0,
Kidus,,30.0
Kieara,10.0,
Kiefer,,194.0
Kiel,,270.0
Kiela,9.0,
Kiele,31.0,
Kiely,99.0,
Kien,,11.0
Kiera,3037.0,
Kierah,5.0,
Kieran,48.0,1874.0
Kieren,,30.0
Kiernan,,83.0
Kierra,1867.0,
Kiersten,1655.0,
Kierstin,172.0,
Kierstyn,99.0,
Kiesha,159.0,
Kiet,,19.0
Kieth,,112.0
Kieu,16.0,
Kijana,,24.0
Kiki,26.0,
Kikue,11.0,
Kikuye,30.0,
Kila,8.0,
Kile,,21.0
Kilee,86.0,
Kiley,2830.0,26.0
Kilian,,76.0
Killian,,893.0
Kim,32108.0,4335.0
Kimanh,5.0,
Kimani,74.0,95.0
Kimara,5.0,
Kimari,5.0,
Kimaya,16.0,
Kimball,,89.0
Kimbella,6.0,
Kimber,963.0,
Kimberely,217.0,
Kimberle,74.0,
Kimberlea,10.0,
Kimberlee,3720.0,
Kimberley,8241.0,
Kimberli,642.0,
Kimberlie,576.0,
Kimberlin,100.0,
Kimberlina,18.0,
Kimberly,179066.0,462.0
Kimberlyann,18.0,
Kimberlyanne,10.0,
Kimberlyn,373.0,
Kimberlynn,5.0,
Kimbley,5.0,
Kimbra,48.0,
Kimi,296.0,27.0
Kimia,134.0,
Kimie,10.0,
Kimiko,539.0,
Kimiya,23.0,
Kimiye,40.0,
Kimiyo,11.0,
Kimm,21.0,
Kimmi,10.0,
Kimmie,81.0,
Kimmy,50.0,
Kimo,,93.0
Kimora,920.0,
Kimya,33.0,
Kin,,5.0
Kina,21.0,
Kinan,,5.0
Kinberly,11.0,
Kincaid,,5.0
Kindle,5.0,
Kindra,509.0,
King,,2665.0
Kingdavid,,5.0
Kingsley,59.0,377.0
Kingston,,3258.0
Kinlee,69.0,
Kinleigh,49.0,
Kinley,1532.0,
Kinsey,699.0,
Kinslee,151.0,
Kinsleigh,30.0,
Kinsley,1860.0,
Kinte,,8.0
Kinya,10.0,
Kinzie,33.0,
Kinzlee,8.0,
Kinzley,45.0,
Kion,,20.0
Kiona,82.0,
Kionna,37.0,
Kiora,5.0,
Kip,,710.0
Kipp,,34.0
Kipton,,30.0
Kiptyn,,21.0
Kira,7154.0,
Kirah,8.0,
Kiran,272.0,315.0
Kirandeep,16.0,
Kirby,334.0,1016.0
Kiri,50.0,
Kirill,,19.0
Kirin,24.0,63.0
Kirk,,11961.0
Kirkland,,43.0
Kirra,472.0,
Kirsten,10401.0,
Kirsti,60.0,
Kirstie,679.0,
Kirstin,1284.0,
Kirsty,52.0,
Kirstyn,197.0,
Kirt,,260.0
Kirti,5.0,
Kisha,905.0,
Kishan,,82.0
Kissy,5.0,
Kit,113.0,292.0
Kitana,102.0,
Kito,,15.0
Kitt,10.0,
Kittie,27.0,
Kitty,1129.0,
Kitzia,88.0,
Kiva,10.0,
Kiven,,5.0
Kiya,252.0,
Kiyah,66.0,
Kiyan,,80.0
Kiyana,104.0,
Kiyanna,7.0,
Kiyo,36.0,
Kiyoko,244.0,
Kiyomi,190.0,
Kiyoshi,,349.0
Kizzie,106.0,
Kizzy,359.0,
Kjell,,5.0
Kla,5.0,
Klaire,66.0,
Klara,182.0,
Klarisa,14.0,
Klarissa,617.0,
Klaryssa,10.0,
Klaudia,10.0,
Klaus,,44.0
Klay,,16.0
Klayton,,62.0
Kleber,,25.0
Kloe,268.0,
Kloee,10.0,
Kloey,101.0,
Kloie,43.0,
Klyde,,11.0
Klye,,6.0
Knight,,41.0
Knoah,,8.0
Knowledge,,14.0
Knox,,808.0
Koa,,421.0
Koah,,6.0
Kobe,7.0,2774.0
Kobey,,5.0
Kobi,10.0,82.0
Kobie,,48.0
Koby,,590.0
Koda,,166.0
Kodey,,13.0
Kodi,127.0,134.0
Kodiak,,29.0
Kodie,36.0,44.0
Kody,,3265.0
Koen,,326.0
Kofi,,10.0
Kohana,5.0,
Kohei,,5.0
Kohen,,148.0
Kohl,,111.0
Koji,,87.0
Kolbe,,20.0
Kolbie,21.0,
Kolby,12.0,1113.0
Kole,,721.0
Kolin,,13.0
Kolina,6.0,
Kolleen,34.0,
Kollin,,63.0
Kolt,,31.0
Kolten,,259.0
Kolton,,1125.0
Koltyn,,6.0
Komal,100.0,
Komalpreet,5.0,
Kona,5.0,25.0
Kong,,327.0
Kongmeng,,36.0
Koni,11.0,
Konner,,462.0
Konnie,5.0,
Konnor,,452.0
Konrad,,274.0
Konstantin,,26.0
Konstantinos,,18.0
Kooper,,93.0
Kora,401.0,
Koraima,35.0,
Koral,58.0,
Koraline,8.0,
Korben,,64.0
Korbin,,563.0
Korbyn,,55.0
Kordae,,5.0
Korde,,5.0
Kordell,,84.0
Koreen,16.0,
Koren,97.0,
Korena,11.0,
Korey,55.0,1127.0
Kori,1504.0,18.0
Korie,73.0,
Korin,82.0,
Korina,604.0,
Korinna,24.0,
Korinne,40.0,
Korissa,16.0,
Korla,5.0,
Korra,48.0,
Korri,6.0,
Korrie,24.0,
Korrina,16.0,
Korrine,5.0,
Kortnee,12.0,
Kortney,555.0,
Kortni,36.0,
Kortnie,5.0,
Kory,100.0,1864.0
Koryn,20.0,
Koryna,5.0,
Koston,,21.0
Kota,,41.0
Kotaro,,12.0
Kou,,263.0
Koua,,5.0
Kourosh,,28.0
Kourtnee,5.0,
Kourtney,1759.0,
Kourtni,17.0,
Kourtnie,5.0,
Koy,5.0,
Kraig,,467.0
Kramer,,9.0
Kree,,5.0
Kreg,,5.0
Krew,,36.0
Krikor,,17.0
Krimson,39.0,
Kris,2100.0,2055.0
Krisann,5.0,
Krish,,575.0
Krisha,136.0,
Krishan,,53.0
Krishang,,5.0
Krishiv,,28.0
Krishna,203.0,216.0
Krisinda,5.0,
Krislyn,29.0,
Krislynn,6.0,
Krisna,,5.0
Kriss,5.0,10.0
Krissy,157.0,
Krista,13751.0,
Kristal,2540.0,
Kristan,606.0,
Kriste,5.0,
Kristeen,117.0,
Kristeena,6.0,
Kristel,324.0,
Kristell,16.0,
Kristelle,12.0,
Kristen,41996.0,185.0
Kristena,31.0,
Kristene,48.0,
Kristi,13562.0,
Kristian,955.0,3367.0
Kristiana,371.0,
Kristiane,5.0,
Kristiann,5.0,
Kristianna,61.0,
Kristianne,16.0,
Kristie,6742.0,
Kristin,34552.0,98.0
Kristina,31829.0,21.0
Kristinamarie,7.0,
Kristine,16546.0,
Kristle,102.0,
Kristofer,,1573.0
Kristoff,,10.0
Kristoffer,,653.0
Kristofor,,48.0
Kristol,5.0,
Kriston,6.0,
Kristopher,11.0,11063.0
Kristy,13525.0,
Kristyl,6.0,
Kristyn,1300.0,
Kristyna,56.0,
Kristyne,17.0,
Krithi,5.0,
Krithik,,27.0
Kriti,18.0,
Kritika,5.0,
Krizia,118.0,
Kroy,,5.0
Krupa,5.0,
Kruz,,96.0
Krymson,10.0,
Krysta,1102.0,
Krystal,17972.0,17.0
Krystale,6.0,
Krystalyn,10.0,
Krystalynn,5.0,
Krystel,142.0,
Krystelle,5.0,
Krysten,545.0,
Krysti,48.0,
Krystian,,61.0
Krystiana,5.0,
Krystie,14.0,
Krystin,389.0,
Krystina,865.0,
Krystine,105.0,
Krystle,3090.0,
Krystopher,,8.0
Krystyn,13.0,
Krystyna,133.0,
Krystyne,5.0,
Ksenia,12.0,
Ku,,5.0
Kue,,22.0
Kunal,,227.0
Kunta,,29.0
Kurk,,5.0
Kurt,,12183.0
Kurtis,,2514.0
Kush,,67.0
Kushal,,31.0
Kutana,5.0,
Kwame,,209.0
Kwasi,,5.0
Kwesi,,12.0
Ky,,42.0
Kya,371.0,
Kyah,142.0,
Kyaira,5.0,
Kyan,,346.0
Kyana,181.0,
Kyanna,131.0,
Kyara,476.0,
Kyarra,8.0,
Kyden,,58.0
Kye,,197.0
Kyia,5.0,
Kyla,6436.0,
Kylah,474.0,
Kylan,,719.0
Kylar,5.0,21.0
Kyle,1198.0,83713.0
Kylea,32.0,
Kyleah,24.0,
Kyleanthony,,5.0
Kylee,7290.0,
Kyleen,43.0,
Kylei,23.0,
Kyleigh,2075.0,
Kylematthew,,6.0
Kylen,5.0,227.0
Kylene,180.0,
Kyler,81.0,3890.0
Kyley,64.0,
Kyli,120.0,
Kylia,34.0,
Kylie,18892.0,
Kyliee,23.0,
Kyliegh,6.0,
Kylin,26.0,30.0
Kylo,,5.0
Kylon,,10.0
Kylynn,6.0,
Kym,185.0,6.0
Kymani,32.0,247.0
Kymber,17.0,
Kymberlee,35.0,
Kymberli,18.0,
Kymberly,383.0,
Kymora,12.0,
Kyna,11.0,
Kynadi,5.0,
Kyndal,227.0,
Kyndall,470.0,
Kyndra,229.0,
Kynlee,246.0,
Kynleigh,78.0,
Kynley,5.0,
Kynnedi,5.0,
Kynslee,52.0,
Kynsley,13.0,
Kynzie,6.0,
Kynzlee,14.0,
Kyo,,5.0
Kyoko,11.0,
Kyra,5667.0,
Kyrah,156.0,
Kyran,,114.0
Kyre,,10.0
Kyree,,402.0
Kyrell,,5.0
Kyren,,86.0
Kyrene,5.0,
Kyrese,,5.0
Kyrie,301.0,291.0
Kyrillos,,14.0
Kyrin,,38.0
Kyron,,219.0
Kyrsten,136.0,
Kyrstie,5.0,
Kyrstin,56.0,
Kyson,,286.0
La,177.0,
Laasya,36.0,
Labarron,,34.0
Labrea,5.0,
Lacee,216.0,
Lacey,8832.0,
Lachandra,11.0,
Lachelle,142.0,
Lacheryl,5.0,
Lachlan,,310.0
Laci,1035.0,
Lacie,1238.0,
Laconya,5.0,
Lacresha,84.0,
Lacretia,10.0,
Lacy,2879.0,117.0
Ladainian,,18.0
Ladaisha,5.0,
Ladana,6.0,
Ladarious,,12.0
Ladarius,,697.0
Ladarrion,,6.0
Ladarrius,,161.0
Ladasia,5.0,
Ladawn,46.0,
Ladd,,15.0
Ladell,,11.0
Ladena,5.0,
Laderrick,,5.0
Ladon,,34.0
Ladona,6.0,
Ladonna,2804.0,
Lady,21.0,
Lael,87.0,
Laela,69.0,
Laelah,11.0,
Laelani,12.0,
Lafayette,,307.0
Lafondra,7.0,
Lagina,5.0,
Lahna,5.0,
Lahoma,13.0,
Lai,70.0,
Laia,5.0,
Laiah,5.0,
Laiba,44.0,
Laiken,17.0,
Laikyn,12.0,
Laila,5255.0,
Lailah,697.0,
Lailani,230.0,
Lailany,18.0,
Lailoni,22.0,
Laina,145.0,
Laine,186.0,22.0
Lainee,10.0,
Lainey,767.0,
Laini,6.0,
Lainie,75.0,
Laird,,111.0
Laisa,15.0,
Laisha,638.0,
Laith,,186.0
Laiyah,10.0,
Laiza,57.0,
Lajuan,107.0,5.0
Lajuana,128.0,
Lakai,,39.0
Lakayla,12.0,
Lake,12.0,69.0
Lakecia,28.0,
Lakeesha,80.0,
Lakeia,5.0,
Lakeisha,2221.0,6.0
Lakeitha,20.0,
Lakelyn,27.0,
Lakelynn,5.0,
Laken,480.0,20.0
Lakendra,292.0,
Lakendrick,,63.0
Lakenya,142.0,
Lakeria,6.0,
Lakesha,1534.0,
Lakeshia,903.0,
Lakesia,43.0,
Lakevia,17.0,
Lakeya,28.0,
Lakeysha,123.0,
Lakia,213.0,
Lakiesha,160.0,
Lakin,38.0,
Lakira,5.0,
Lakisa,5.0,
Lakisha,2318.0,
Lakishia,13.0,
Lakita,52.0,
Lakota,,11.0
Lakresha,5.0,
Lakshmi,77.0,
Laksmi,5.0,
Lakyn,86.0,
Lalani,10.0,
Lalanya,5.0,
Lalena,26.0,
Lalita,7.0,
Lallie,5.0,
Lalo,,11.0
Lam,,71.0
Lamanda,5.0,
Lamar,16.0,4267.0
Lamarcus,,241.0
Lamario,,5.0
Lamarion,,22.0
Lamarr,,209.0
Lamaya,12.0,
Lambert,,31.0
Lamberto,,67.0
Lamees,5.0,
Lamia,5.0,
Lamiya,5.0,
Lamiyah,13.0,
Lamon,,37.0
Lamona,6.0,
Lamond,,6.0
Lamonica,54.0,
Lamont,,2478.0
Lamonte,,197.0
Lamorris,,5.0
Lamya,82.0,
Lan,172.0,13.0
Lana,8328.0,
Lanae,241.0,
Lanah,13.0,
Lanai,36.0,
Lanay,5.0,
Lanaya,70.0,
Lance,,18451.0
Lancelot,,17.0
Landan,,83.0
Landen,,2903.0
Landin,,163.0
Landis,11.0,5.0
Landon,5.0,20206.0
Landree,5.0,
Landri,5.0,
Landry,121.0,113.0
Landy,6.0,
Landyn,36.0,773.0
Lane,170.0,3850.0
Lanea,11.0,
Lanee,12.0,
Laneisha,49.0,
Lanell,63.0,
Lanesha,74.0,
Laneshia,5.0,
Lanessa,10.0,
Lanetta,31.0,
Lanette,830.0,
Laney,1141.0,
Lang,,28.0
Langston,,282.0
Lani,1431.0,
Lania,17.0,
Laniah,53.0,
Lanie,228.0,
Laniece,8.0,
Lanier,,5.0
Lanika,10.0,
Lanisha,177.0,
Lanita,291.0,
Laniya,172.0,
Laniyah,231.0,
Lanna,53.0,
Lannette,43.0,
Lannie,5.0,32.0
Lanny,,785.0
Lanora,38.0,
Lansing,,5.0
Lany,6.0,
Lanya,20.0,
Lanyah,5.0,
Laporsha,101.0,
Laportia,5.0,
Laquan,,46.0
Laquana,5.0,
Laquanda,243.0,
Laquandra,11.0,
Laquesha,58.0,
Laquetta,11.0,
Laquinta,83.0,
Laquinton,,12.0
Laquisha,367.0,
Laquita,846.0,
Laquitta,10.0,
Lara,5692.0,
Larae,137.0,
Laraine,225.0,
Laramie,,5.0
Laree,32.0,
Lareen,6.0,
Lareina,47.0,
Laren,11.0,
Larena,29.0,
Larence,,17.0
Larenz,,11.0
Larenzo,,10.0
Larhonda,375.0,
Lari,17.0,
Lariah,43.0,
Larina,31.0,
Larisa,486.0,
Larissa,4864.0,
Larita,43.0,
Laritza,16.0,
Lariyah,28.0,
Lariza,17.0,
Lark,139.0,
Larkin,50.0,5.0
Larnell,,6.0
Laron,,501.0
Laronda,306.0,
Laroy,,6.0
Larraine,31.0,
Larrie,5.0,
Larry,210.0,114603.0
Lars,,903.0
Larson,,30.0
Larue,22.0,
Laruen,6.0,
Larwence,,13.0
Lary,,46.0
Laryssa,101.0,
Lasandra,47.0,
Lasaundra,5.0,
Lasha,15.0,
Lashae,92.0,
Lashan,55.0,
Lashana,44.0,
Lashanae,30.0,
Lashanay,5.0,
Lashanda,763.0,
Lashandra,118.0,
Lashane,12.0,
Lashanique,9.0,
Lashanna,33.0,
Lashannon,6.0,
Lashanti,18.0,
Lashara,5.0,
Lashaun,132.0,
Lashaunda,104.0,
Lashaundra,43.0,
Lashavia,5.0,
Lashawn,1867.0,77.0
Lashawna,96.0,
Lashawnda,266.0,
Lashawndra,10.0,
Lashay,223.0,
Lashea,20.0,
Lasheena,12.0,
Lashell,22.0,
Lashelle,20.0,
Lashera,5.0,
Lashira,5.0,
Lashon,273.0,7.0
Lashonda,1452.0,
Lashondra,120.0,
Lashone,32.0,
Lashonna,5.0,
Lashun,54.0,
Lashunda,380.0,
Lashundra,158.0,
Lashune,6.0,
Lasonia,5.0,
Lasonja,31.0,
Lasonya,197.0,
Lassie,25.0,
Lasya,33.0,
Laszlo,,32.0
Latangela,5.0,
Latania,15.0,
Latanya,2292.0,
Latara,161.0,
Latarsha,300.0,
Latasha,6049.0,8.0
Latashia,156.0,
Latausha,10.0,
Latavia,206.0,
Latecia,5.0,
Lateef,,17.0
Lateefah,6.0,
Lateisha,20.0,
Lateria,5.0,
Laterica,5.0,
Latesha,349.0,
Lateshia,23.0,
Lathan,,184.0
Latia,224.0,
Latiana,16.0,
Laticia,282.0,
Latiera,5.0,
Latifah,111.0,
Latijera,11.0,
Latina,160.0,
Latisha,3117.0,7.0
Latishia,24.0,
Latoi,5.0,
Latoia,10.0,
Latoiya,6.0,
Latonga,5.0,
Latonia,717.0,
Latonja,55.0,
Latonya,4329.0,5.0
Latora,13.0,
Latoria,457.0,
Latorria,6.0,
Latorya,16.0,
Latosha,1071.0,
Latoshia,55.0,
Latoya,9047.0,7.0
Latoyia,200.0,
Latravia,7.0,
Latrece,28.0,
Latrell,18.0,162.0
Latrenda,33.0,
Latresa,10.0,
Latrese,18.0,
Latrica,10.0,
Latrice,1572.0,
Latricia,781.0,
Latrina,328.0,
Latrisha,126.0,
Latronda,5.0,
Latunya,16.0,
Launa,160.0,
Laura,147640.0,286.0
Lauraine,10.0,
Laural,22.0,
Lauralee,102.0,
Lauran,50.0,
Laurance,,69.0
Laure,96.0,
Lauree,10.0,
Laureen,912.0,
Laurel,8244.0,
Lauren,91756.0,589.0
Laurena,15.0,
Laurence,,4925.0
Laurene,350.0,
Laurent,,37.0
Lauretta,435.0,
Laurette,147.0,
Laurey,7.0,
Lauri,1850.0,
Laurice,45.0,
Laurie,30275.0,20.0
Laurieann,11.0,
Laurin,41.0,
Laurinda,101.0,
Laurine,42.0,
Laurissa,40.0,
Laurita,5.0,
Lauro,,305.0
Laury,26.0,
Lauryn,3164.0,
Laurynn,6.0,
Lavada,398.0,
Lavanya,10.0,
Lavar,,69.0
Lavaughn,,10.0
Laveah,6.0,
Laveda,5.0,
Lavell,,268.0
Lavelle,22.0,120.0
Lavena,10.0,
Lavender,61.0,
Lavera,10.0,
Lavern,587.0,121.0
Laverna,38.0,
Laverne,5141.0,260.0
Laveta,11.0,
Lavetta,5.0,
Lavette,102.0,
Lavina,195.0,
Lavinia,169.0,
Lavon,276.0,161.0
Lavona,5.0,
Lavonda,275.0,
Lavonia,31.0,
Lavonna,55.0,
Lavonne,1264.0,
Lavonte,,40.0
Lavoris,5.0,
Lavren,5.0,
Lawan,7.0,
Lawana,281.0,
Lawanda,2135.0,
Lawanna,198.0,
Lawerance,,9.0
Lawerence,,212.0
Lawernce,,5.0
Lawrance,,171.0
Lawren,35.0,
Lawrence,11.0,58471.0
Lawson,,946.0
Lawton,,5.0
Lawyer,,26.0
Laya,98.0,
Layah,52.0,
Layal,22.0,
Layan,70.0,
Laycee,6.0,
Layden,,6.0
Layken,13.0,
Layla,12676.0,
Laylah,743.0,
Laylani,206.0,
Laylanie,50.0,
Layleen,7.0,
Laylene,5.0,
Layloni,12.0,
Laylonie,31.0,
Laymon,,5.0
Layna,71.0,
Layne,231.0,864.0
Laynee,10.0,
Laynie,21.0,
Laysha,177.0,
Layth,,16.0
Layton,5.0,632.0
Lazar,,5.0
Lazara,5.0,
Lazaro,,900.0
Lazarus,,192.0
Lazlo,,15.0
Le,51.0,5.0
Lea,5573.0,
Leah,36943.0,14.0
Leahna,5.0,
Leala,5.0,
Lealer,5.0,
Leamon,,294.0
Lean,14.0,
Leana,609.0,
Leander,,317.0
Leandra,1135.0,
Leandre,,140.0
Leandrea,5.0,
Leandrew,,6.0
Leandro,,1093.0
Leane,20.0,
Leann,3644.0,
Leanna,4283.0,
Leanne,5199.0,
Leanora,14.0,
Leanore,5.0,
Leanza,5.0,
Leasa,15.0,
Leasia,5.0,
Leatha,347.0,
Leatrice,236.0,
Lebaron,,12.0
Lebarron,,6.0
Lebron,,48.0
Lecia,50.0,
Lecil,,47.0
Leda,50.0,
Ledarius,,28.0
Ledarrius,,6.0
Ledell,,17.0
Ledger,,71.0
Lee,9687.0,32682.0
Leea,10.0,
Leeah,100.0,
Leeam,,5.0
Leeana,58.0,
Leeann,1823.0,
Leeanna,335.0,
Leeanne,319.0,
Leela,380.0,
Leelah,28.0,
Leelan,,5.0
Leeland,,89.0
Leelee,5.0,
Leen,50.0,
Leena,578.0,
Leeon,,6.0
Leeroy,,123.0
Leesa,424.0,
Leesha,5.0,
Leevi,,8.0
Leeya,10.0,
Leeyah,10.0,
Leeza,98.0,
Legacy,37.0,23.0
Legend,,436.0
Lehman,,18.0
Lei,18.0,
Leia,1565.0,
Leiah,105.0,
Leiana,79.0,
Leianna,47.0,
Leida,6.0,
Leidi,10.0,
Leidy,70.0,
Leif,,1166.0
Leigh,6739.0,317.0
Leigha,358.0,
Leighann,235.0,
Leighanna,15.0,
Leighanne,22.0,
Leighla,20.0,
Leighton,534.0,372.0
Leila,8270.0,
Leilah,662.0,
Leilana,16.0,
Leiland,,10.0
Leilanee,5.0,
Leilaney,5.0,
Leilani,9467.0,
Leilanie,223.0,
Leilanni,28.0,
Leilany,683.0,
Leileen,6.0,
Leilene,57.0,
Leiloni,43.0,
Leily,5.0,
Leina,39.0,
Leisa,573.0,
Leisha,70.0,
Leiya,10.0,
Lejla,5.0,
Lejon,,55.0
Lekeisha,7.0,
Lekesha,10.0,
Lekeshia,5.0,
Lekisha,37.0,
Lela,4815.0,
Lelah,6.0,
Lelan,,5.0
Leland,,7219.0
Lelani,79.0,
Lelania,5.0,
Lelar,10.0,
Leldon,,61.0
Lelia,1023.0,
Lella,5.0,
Lelton,,15.0
Lem,,12.0
Lemar,,67.0
Lemarcus,,5.0
Lemmie,,5.0
Lemon,,25.0
Lemuel,,584.0
Len,,243.0
Lena,15570.0,
Lenae,10.0,
Lenard,,1026.0
Lenda,17.0,
Lenee,15.0,
Lenette,57.0,
Leng,,120.0
Leni,33.0,
Lenin,,224.0
Lenina,5.0,
Lenita,21.0,
Lenna,64.0,
Lennard,,16.0
Lennie,312.0,76.0
Lennin,,10.0
Lennis,,5.0
Lennix,5.0,
Lennon,215.0,529.0
Lennox,91.0,381.0
Lenny,5.0,825.0
Leno,,5.0
Lenoard,,5.0
Lenora,4283.0,
Lenord,,47.0
Lenore,1823.0,
Lenox,5.0,
Lenton,,5.0
Lenya,5.0,
Leo,34.0,23741.0
Leobardo,,954.0
Leocadio,,5.0
Leodis,,56.0
Leola,3856.0,
Leoma,12.0,
Leon,5.0,22484.0
Leona,9023.0,
Leonard,5.0,35477.0
Leonarda,5.0,
Leonardo,8.0,18474.0
Leoncio,,19.0
Leondra,39.0,
Leondre,,12.0
Leone,42.0,12.0
Leonel,,5633.0
Leonela,267.0,
Leoni,9.0,
Leonia,12.0,
Leonid,,6.0
Leonidas,,644.0
Leonides,,17.0
Leonie,33.0,
Leonila,6.0,
Leonna,16.0,
Leonor,1182.0,
Leonora,354.0,
Leonore,37.0,
Leopold,,119.0
Leopoldo,,1680.0
Leor,,10.0
Leora,541.0,
Leota,439.0,
Leotis,,53.0
Leovardo,,36.0
Lera,218.0,
Leron,,43.0
Leroy,,21543.0
Les,,434.0
Lesa,1457.0,
Lesha,23.0,
Leshawn,10.0,
Leshia,21.0,
Lesia,424.0,
Leslee,615.0,
Lesley,7792.0,212.0
Lesli,1038.0,
Leslie,68877.0,13728.0
Leslieann,42.0,
Lesly,4591.0,
Leslye,419.0,
Lessie,1905.0,20.0
Lesslie,82.0,
Lessly,154.0,
Lestat,,12.0
Lester,,12544.0
Leta,751.0,
Letecia,32.0,
Letesha,5.0,
Letha,1748.0,
Letica,10.0,
Leticia,16943.0,49.0
Letisha,163.0,
Letisia,299.0,
Letitia,1336.0,
Letoya,6.0,
Letrice,11.0,
Letricia,5.0,
Letticia,79.0,
Lettie,613.0,
Letty,194.0,
Lety,10.0,
Letzy,5.0,
Lev,,193.0
Levar,,79.0
Levell,,5.0
Levern,,6.0
Levert,,42.0
Levester,,16.0
Levi,42.0,18723.0
Leviathan,,5.0
Levie,,35.0
Levin,,20.0
Levis,5.0,
Leviticus,,19.0
Levon,,569.0
Levonia,8.0,
Levonte,,5.0
Levy,,120.0
Lew,,32.0
Lewie,,41.0
Lewis,,17122.0
Lex,,274.0
Lexa,35.0,
Lexani,19.0,
Lexi,3402.0,
Lexia,26.0,
Lexie,2234.0,
Lexii,5.0,
Lexine,33.0,
Lexington,57.0,5.0
Lexis,245.0,
Lexus,782.0,11.0
Lexxie,5.0,
Lexy,373.0,
Leya,67.0,
Leyah,72.0,
Leyda,23.0,
Leydi,32.0,
Leyla,1280.0,
Leylah,80.0,
Leylani,195.0,
Leylanie,57.0,
Leylany,5.0,
Leyna,388.0,
Leyre,6.0,
Leyton,,56.0
Leza,6.0,
Lezli,5.0,
Lezlie,222.0,
Lezly,144.0,
Lia,3348.0,
Liah,227.0,
Liahna,6.0,
Liam,,27658.0
Lian,83.0,130.0
Liana,3214.0,
Liandra,6.0,
Liane,534.0,
Liani,43.0,
Lianna,880.0,
Liannah,6.0,
Lianne,414.0,
Liara,12.0,
Liat,15.0,
Libby,1217.0,
Libertad,5.0,
Liberty,1646.0,
Libni,39.0,
Liborio,,6.0
Libra,7.0,
Librada,17.0,
Librado,,94.0
Licet,32.0,
Licette,11.0,
Licia,28.0,
Lida,86.0,
Liddie,15.0,
Lidia,2917.0,
Liduvina,5.0,
Lidya,10.0,
Liel,29.0,
Lielle,26.0,
Liem,,42.0
Lien,100.0,
Liese,5.0,
Liesel,30.0,
Liesl,82.0,
Liev,,16.0
Liezl,6.0,
Lige,,18.0
Ligia,149.0,
Lila,8355.0,
Lilac,5.0,
Lilah,2066.0,
Lilburn,,13.0
Lilee,37.0,
Lili,574.0,
Lilia,3644.0,
Lilian,3202.0,
Liliana,17062.0,80.0
Liliane,31.0,
Liliann,32.0,
Lilianna,1400.0,
Lilianne,77.0,
Lilibet,5.0,
Lilibeth,476.0,
Lilie,55.0,
Lilit,222.0,
Lilith,610.0,
Liliya,16.0,
Lilla,162.0,
Lillee,31.0,
Lilli,196.0,
Lillia,83.0,
Lillian,46663.0,
Lilliana,3076.0,
Lilliann,31.0,
Lillianna,639.0,
Lillianne,27.0,
Lillie,21258.0,16.0
Lillith,67.0,
Lilly,7941.0,
Lillyan,135.0,
Lillyana,550.0,
Lillyann,158.0,
Lillyanna,442.0,
Lillyanne,48.0,
Lillybeth,5.0,
Lilou,5.0,
Lilu,5.0,
Lily,25027.0,
Lilya,5.0,
Lilyan,195.0,
Lilyana,1484.0,
Lilyanah,6.0,
Lilyann,282.0,
Lilyanna,693.0,
Lilyanne,130.0,
Lilybeth,67.0,
Lilyrose,42.0,
Limairy,5.0,
Limayri,6.0,
Limmie,,5.0
Lin,63.0,
Lina,2688.0,
Lincoln,41.0,5765.0
Linda,249999.0,324.0
Lindberg,,6.0
Lindbergh,,23.0
Lindell,,49.0
Linden,48.0,124.0
Lindi,34.0,
Lindley,19.0,
Lindon,,7.0
Lindsay,25143.0,314.0
Lindsee,15.0,
Lindsey,29448.0,661.0
Lindsi,5.0,
Lindsie,44.0,
Lindsy,206.0,
Lindy,1047.0,50.0
Linell,6.0,
Linette,604.0,
Ling,26.0,
Linh,370.0,51.0
Link,,37.0
Linkin,,89.0
Linkoln,,6.0
Linley,28.0,
Linn,16.0,11.0
Linna,24.0,
Linnae,5.0,
Linnea,1143.0,
Linnette,40.0,
Linnie,777.0,
Lino,,946.0
Linsay,14.0,
Linsey,639.0,
Linsy,5.0,
Linus,,268.0
Linwood,,108.0
Linzy,31.0,
Lio,,6.0
Lionel,,3746.0
Lionell,,6.0
Lior,17.0,54.0
Liora,82.0,
Lirio,5.0,
Lisa,185348.0,278.0
Lisabeth,38.0,
Lisamarie,244.0,
